,ground.x,ground.y,ground.z,ground.e0,ground.e1,ground.e2,ground.e3,PD.rbs_crank.x,PD.rbs_crank.y,PD.rbs_crank.z,PD.rbs_crank.e0,PD.rbs_crank.e1,PD.rbs_crank.e2,PD.rbs_crank.e3,time
192,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6837192229938001e-15,31.059755646595193,248.06307986351652,-0.7497462979670246,-0.6617253877051642,8.290044218383176e-15,7.321276780459508e-15,0.9612015018773468
193,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7344448736469412e-15,33.42477335904736,247.75549344738212,-0.7528941138909352,-0.6581416665872427,8.365455087524817e-15,7.317261937530348e-15,0.9662077596996246
194,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.786495554337575e-15,35.80741949318343,247.42236905923687,-0.7560521403907908,-0.6545113910522125,8.44148777000811e-15,7.312488912591338e-15,0.9712140175219024
195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.839890945559186e-15,38.20687405191929,247.06322022618534,-0.7592191700210121,-0.6508350420237289,8.518163222874029e-15,7.306979485803174e-15,0.9762202753441802
196,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.89465119816608e-15,40.62277910855065,246.67750165979405,-0.7623946210661676,-0.6471123873021385,8.595502603459903e-15,7.300740795032467e-15,0.9812265331664581
197,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.9508327173440987e-15,43.06068907843074,246.26363324153942,-0.7655856439087911,-0.6433339893443486,8.673565095861145e-15,7.293633239828795e-15,0.986232790988736
198,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0084696493123102e-15,45.52221480595442,245.82051981096689,-0.7687941399450332,-0.639496341185855,8.752386313493258e-15,7.285612197548704e-15,0.9912390488110138
199,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0675789081842175e-15,48.005862293731205,245.34758446043372,-0.7720179561468952,-0.6356007201438154,8.831983890026016e-15,7.27670960680054e-15,0.9962453066332917
200,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1281929933452438e-15,50.51306386209646,244.84368560388722,-0.7752587488870163,-0.6316437859090331,8.91239132332588e-15,7.266880884624468e-15,1.0012515644555695
201,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1903510145851653e-15,53.04609239944016,244.30741308709233,-0.7785192257181767,-0.6276207574800535,8.993649003543756e-15,7.256059086608973e-15,1.0062578222778473
202,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.2540844212739407e-15,55.606159351683466,243.7374715728123,-0.7818006898913582,-0.6235284125937225,9.07578949064652e-15,7.244200287863729e-15,1.0112640801001251
203,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.319419585667987e-15,58.193279224946174,243.13276675355308,-0.7851028967444111,-0.6193653538811664,9.158839975599049e-15,7.231290350366308e-15,1.016270337922403
204,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.386375844079762e-15,60.806335709775475,242.49245256616624,-0.7884241697477645,-0.6151319603252772,9.242820333097064e-15,7.217342085655623e-15,1.0212765957446808
205,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.4550139475947754e-15,63.4515226463706,241.813780160748,-0.7917720917638194,-0.6108166293668661,9.327793182975222e-15,7.202175068569487e-15,1.0262828535669588
206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5253708288499415e-15,66.13073404352696,241.09484858821577,-0.795148708160248,-0.6064144885429413,9.413797062232141e-15,7.185717103893674e-15,1.0312891113892366
207,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5974633183379395e-15,68.84198868281109,240.3347261884254,-0.7985511739355174,-0.6019269246991371,9.500849690421656e-15,7.16799667832599e-15,1.0362953692115144
208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6713273138698972e-15,71.58739649136025,239.53130205585933,-0.8019817909308995,-0.5973484803858605,9.58898925284825e-15,7.148928913415312e-15,1.0413016270337923
209,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.74699160063613e-15,74.36719062395447,238.6828878993049,-0.8054404889714913,-0.5926766561916079,9.678246278703116e-15,7.128477775233481e-15,1.04630788485607
210,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.8244796414936704e-15,77.18114675104954,237.787868910332,-0.8089266304955477,-0.5879096074517927,9.768646531135769e-15,7.106614975385616e-15,1.0513141426783479
211,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.9038310812938765e-15,80.03221938579541,236.8435007879151,-0.8124434988233621,-0.5830399310861432,9.860233549806342e-15,7.083221860593056e-15,1.0563204005006257
212,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.985078354570959e-15,82.92179975645435,235.84735557928127,-0.8159924016352498,-0.5780626268044183,9.953043633088827e-15,7.0582185472952894e-15,1.0613266583229037
213,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.068241929373611e-15,85.84901614484387,234.79767130044746,-0.8195718591562505,-0.572976411175812,1.0047100772945031e-14,7.0315838231992955e-15,1.0663329161451816
214,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.1533484657751e-15,88.81463305926859,233.69202159452007,-0.8231824014900186,-0.5677770107065182,1.0142436731567569e-14,7.0032462977184e-15,1.0713391739674594
215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.2404327416566635e-15,91.821404685525,232.527051437449,-0.8268269525023794,-0.5624563899986139,1.0239093915905321e-14,6.9730729611006225e-15,1.0763454317897372
216,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.329518555556132e-15,94.87034684595997,231.29984283301368,-0.8305062875743019,-0.5570092515575892,1.03371042880891e-14,6.9409730497757236e-15,1.081351689612015
217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.4206278376277463e-15,97.96220543633241,230.0074049056117,-0.8342208405939822,-0.5514304934806783,1.0436498885929705e-14,6.9068581195815e-15,1.0863579474342928
218,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5137736915057316e-15,101.0952257308507,228.6476664151307,-0.8379680492078082,-0.5457192946907119,1.0537297809194694e-14,6.8707085914517985e-15,1.0913642052565709
219,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.608975575559534e-15,104.27101965663536,227.21697661328412,-0.8417493922281051,-0.5398684661007228,1.0639534079035461e-14,6.832398036133571e-15,1.0963704630788487
220,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.706252216611254e-15,107.49180624143926,225.71112421204157,-0.8455670360692427,-0.5338692607013586,1.0743243300915926e-14,6.791773588591258e-15,1.1013767209011265
221,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.8056122438138336e-15,110.7570314939917,224.12692827858834,-0.8494198390643035,-0.5277176679097706,1.084844857753865e-14,6.748758322410618e-15,1.1063829787234043
222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.907059942311794e-15,114.06407719179963,222.46210086319408,-0.8533042566504062,-0.5214133156019238,1.095516538832849e-14,6.703333755335231e-15,1.1113892365456821
223,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.010599114874394e-15,117.41329959626646,220.71274788844264,-0.8572202746070084,-0.5149499012654382,1.106341818190017e-14,6.655380731854635e-15,1.11639549436796
224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.116232796600525e-15,120.80439742456417,218.87507301181338,-0.8611671120513472,-0.5083219503560115,1.1173230456663559e-14,6.6047932890103535e-15,1.1214017521902377
225,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.223956457612019e-15,124.2358197121332,216.94575616918425,-0.8651425544090684,-0.5015260318552757,1.1284618179658042e-14,6.55149565823743e-15,1.1264080100125158
226,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.333759073391461e-15,127.70918325053796,214.91943727686765,-0.8691480693819363,-0.4945519522900401,1.1397605408659016e-14,6.495297778498922e-15,1.1314142678347936
227,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.445626792621869e-15,131.2236750241472,212.79179290048677,-0.8731823120433821,-0.487393731992681,1.1512208636899423e-14,6.436078132479458e-15,1.1364205256570714
228,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.559543609106976e-15,134.77642450167522,210.55952941501468,-0.8772416138315855,-0.4800491131941834,1.1628437176683472e-14,6.373774285998186e-15,1.1414267834793492
229,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.675490802108735e-15,138.3641946994899,208.21947469611396,-0.8813219555991675,-0.4725162543763265,1.1746298465091854e-14,6.308327960357282e-15,1.146433041301627
230,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.7934110199876714e-15,141.99124885529466,205.76317758539852,-0.8854278613836007,-0.4647768306322506,1.1865808225258728e-14,6.239401088174423e-15,1.1514392991239049
231,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.9132570870135535e-15,145.655969216813,203.18547840122363,-0.8895571586118587,-0.45682388463144175,1.1986969151090377e-14,6.166844112907548e-15,1.1564455569461827
232,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.034981053800843e-15,149.35532998529084,200.4818829990068,-0.8937061373739409,-0.44865280567993826,1.2109779837251331e-14,6.090544122328425e-15,1.1614518147684607
233,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.1585437156787846e-15,153.08441862927302,197.64908500487658,-0.8978690535327818,-0.4402626066684646,1.2234237228129978e-14,6.010446888614041e-15,1.1664580725907385
234,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.2838770610889064e-15,156.84041131414511,194.6820109344915,-0.9020425836034459,-0.4316470518582599,1.2360333266368822e-14,5.926404435469182e-15,1.1714643304130163
235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.410892253420378e-15,160.6216000445324,191.57427180506895,-0.9062246962595825,-0.4227964048623526,1.2488056121398099e-14,5.8382066143565156e-15,1.1764705882352942
236,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.539477830080113e-15,164.42578074563596,188.31931029395653,-0.9104128522258659,-0.41370090466056525,1.2617383105937682e-14,5.745636991104556e-15,1.181476846057572
237,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.669538833559088e-15,168.24857182588926,184.91191981816456,-0.9146021778169486,-0.4043548644237949,1.2748293181667919e-14,5.6485470554295896e-15,1.1864831038798498
238,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.800989224388e-15,172.08409699262285,181.34790759976354,-0.918786261333127,-0.3947553750127835,1.2880764495200765e-14,5.546831957381453e-15,1.1914893617021276
239,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.9337757943526914e-15,175.92441229424603,177.62488902257118,-0.922956567031684,-0.38490411213748105,1.3014782812996846e-14,5.440462913501539e-15,1.1964956195244056
