,ground.x,ground.y,ground.z,ground.e0,ground.e1,ground.e2,ground.e3,PD.rbs_crank.x,PD.rbs_crank.y,PD.rbs_crank.z,PD.rbs_crank.e0,PD.rbs_crank.e1,PD.rbs_crank.e2,PD.rbs_crank.e3
331,0.0,0.0,0.0,1.0,-1.912662861281196e-24,0.0,0.0,0.0,228.40770817663443,101.63623374258903,-0.5447270446474513,-0.8386134318866498,0.0,0.0
332,0.0,0.0,0.0,1.0,-2.151411574940603e-24,0.0,0.0,0.0,221.56062587496794,115.80541535598971,-0.5180629208344724,-0.8553425345249156,0.0,0.0
333,0.0,0.0,0.0,1.0,2.716355990380118e-24,0.0,0.0,0.0,213.83563804811516,129.51573288383258,-0.49088548042069746,-0.8712241309922448,0.0,0.0
334,0.0,0.0,0.0,1.0,-3.897901961176602e-24,0.0,0.0,0.0,205.2633539682261,142.71286095371886,-0.46322165185587577,-0.886242485194072,0.0,0.0
335,0.0,0.0,0.0,1.0,1.043054408338841e-24,0.0,0.0,0.0,195.87774021003628,155.3445076405675,-0.43509884552178346,-0.9003827163693572,0.0,0.0
336,0.0,0.0,0.0,1.0,4.785872023742336e-25,0.0,0.0,0.0,185.7159860626759,167.36062166665366,-0.4065449265729637,-0.9136308138350165,0.0,0.0
337,0.0,0.0,0.0,1.0,3.0867850192665334e-25,0.0,0.0,0.0,174.8183561718885,178.71359072336813,-0.37758818732686444,-0.9259736508682436,0.0,0.0
338,0.0,0.0,0.0,1.0,-2.3757477286092706e-25,0.0,0.0,0.0,163.22803099654305,189.35843012887597,-0.34825731923072567,-0.9373989977129694,0.0,0.0
339,0.0,0.0,0.0,1.0,1.4014427731783503e-24,0.0,0.0,0.0,150.9909357116111,199.2529610741404,-0.318581384432993,-0.947895533697574,0.0,0.0
340,0.0,0.0,0.0,1.0,-7.421705444226836e-25,0.0,0.0,0.0,138.1555582355596,208.35797775103714,-0.2885897869874277,-0.9574528584518416,0.0,0.0
341,0.0,0.0,0.0,1.0,6.02438512907116e-26,0.0,0.0,0.0,124.77275710320065,216.63740270033352,-0.25831224371844247,-0.966061502212046,0.0,0.0
342,0.0,0.0,0.0,1.0,-4.1299133445174628e-25,0.0,0.0,0.0,110.89555994527952,224.0584297639875,-0.22777875477653325,-0.9737129352039557,0.0,0.0
343,0.0,0.0,0.0,1.0,-3.4810883029692024e-25,0.0,0.0,0.0,96.57895337329776,230.5916540753355,-0.19701957391297967,-0.9803995760944612,0.0,0.0
344,0.0,0.0,0.0,1.0,6.064318089739714e-25,0.0,0.0,0.0,81.87966510212729,236.2111885721002,-0.16606517850326882,-0.9861147995034495,0.0,0.0
345,0.0,0.0,0.0,1.0,-2.4021041994120035e-25,0.0,0.0,0.0,66.85593917372464,240.89476657055056,-0.13494623934894148,-0.990852942568487,0.0,0.0
346,0.0,0.0,0.0,1.0,-1.662130710567809e-26,0.0,0.0,0.0,51.567305172599276,244.62382999437492,-0.10369359028779505,-0.9946093105557972,0.0,0.0
347,0.0,0.0,0.0,1.0,5.505193330159062e-26,0.0,0.0,0.0,36.07434234747183,247.38360290867746,-0.07233819764251748,-0.9973801815119866,0.0,0.0
348,0.0,0.0,0.0,1.0,-1.6290295048450476e-26,0.0,0.0,0.0,20.438439573788806,249.1631500677205,-0.0409111295380838,-0.9991628099518963,0.0,0.0
349,0.0,0.0,0.0,1.0,4.6888280362643045e-28,0.0,0.0,0.0,4.721552108186922,249.95542024443174,-0.009443525118264757,-0.9999554295789347,0.0,0.0
350,0.0,0.0,0.0,1.0,3.254128747389558e-26,0.0,0.0,0.0,-11.014043901257818,249.75727416998689,0.022033436308237,-0.9997572550351921,0.0,0.0
351,0.0,0.0,0.0,1.0,-1.443011702316061e-25,0.0,0.0,0.0,-26.705998176269876,248.56949697275786,0.05348856616144337,-0.9985684826796027,0.0,0.0
352,0.0,0.0,0.0,1.0,-9.317591919884152e-26,0.0,0.0,0.0,-42.292133363336255,246.3967950673437,0.08489069749292537,-0.9963902903933858,0.0,0.0
353,0.0,0.0,0.0,1.0,3.7616078015542174e-25,0.0,0.0,0.0,-57.710691403492305,243.24777750600657,0.11620871586722613,-0.9932248364129551,0.0,0.0
354,0.0,0.0,0.0,1.0,-1.3142082168263386e-25,0.0,0.0,0.0,-72.90057824069885,239.13492186640693,0.14741159019123645,-0.9890752571914546,0.0,0.0
355,0.0,0.0,0.0,1.0,8.06545620614923e-27,0.0,0.0,0.0,-87.80160589918508,234.07452481080676,0.17846840346097523,-0.9839456642910429,0.0,0.0
356,0.0,0.0,0.0,1.0,-1.1320092332138926e-25,0.0,0.0,0.0,-102.35473097058147,228.08663751263617,0.20934838339536008,-0.9778411403089974,0.0,0.0
357,0.0,0.0,0.0,1.0,-4.267068981187081e-25,0.0,0.0,0.0,-116.5022885658381,221.1949862062949,0.24002093292655394,-0.9707677338416836,0.0,0.0
358,0.0,0.0,0.0,1.0,6.164904603363607e-25,0.0,0.0,0.0,-130.1882208049426,213.42687817499535,0.27045566051671466,-0.962732453491373,0.0,0.0
359,0.0,0.0,0.0,1.0,3.8102985929069e-25,0.0,0.0,0.0,-143.35829893907007,204.81309354916016,0.30062241027109576,-0.9537432609218521,0.0,0.0
