,ground.x,ground.y,ground.z,ground.e0,ground.e1,ground.e2,ground.e3,MS.rbs_block.x,MS.rbs_block.y,MS.rbs_block.z,MS.rbs_block.e0,MS.rbs_block.e1,MS.rbs_block.e2,MS.rbs_block.e3,MS.rbs_dummy.x,MS.rbs_dummy.y,MS.rbs_dummy.z,MS.rbs_dummy.e0,MS.rbs_dummy.e1,MS.rbs_dummy.e2,MS.rbs_dummy.e3
83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-208.28390027226186,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
84,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-205.21881844460574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-202.17413017346868,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-199.15917823680147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
87,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-196.18307869952113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-193.25469529215903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-190.38261495154654,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
90,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-187.57512458442199,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-184.8401891101084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
92,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-182.18543083356883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
93,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-179.61811019520783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
94,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-177.14510793877503,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-174.7729087336518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-172.50758628268738,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
97,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-170.35478994160724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-168.3197328708657,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-166.40718173567046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-164.6214479647849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-162.9663805736327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
102,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-161.44536055220192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
103,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-160.06129681328744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-158.81662369173887,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-157.71329998060546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-156.75280948540853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-155.93616307323532,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
108,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-155.2639021889497,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
109,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-154.73610380656737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
110,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-154.3523867797566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-154.11191955151017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-154.01342917930242,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
113,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-154.055211628503,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
114,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-154.23514328347758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
115,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-154.55069362267113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
116,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-154.99893900104937,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
117,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-155.57657748057508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-156.2799446469217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
119,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-157.10503034838467,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
120,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-158.04749629094218,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
121,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-159.10269442164633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-160.26568603099432,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-161.53126150363948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-162.8939606457535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-164.34809351654496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-165.88776169087285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
127,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-167.50687987956815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-169.19919783398572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
129,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-170.95832246145355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
130,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-172.77774007865963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-174.65083873061673,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
132,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-176.57093050366456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-178.5312737620039,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
134,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-180.52509523849977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
135,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-182.54561191193517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
136,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-184.58605260453533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
137,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-186.6396792354069,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
138,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-188.69980766753892,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
139,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-190.75982808818296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
140,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-192.813224864761,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
141,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-194.8535958209299,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-196.87467088005175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-198.8703300260696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
