,ground.x,ground.y,ground.z,ground.e0,ground.e1,ground.e2,ground.e3,SG.rbs_table.x,SG.rbs_table.y,SG.rbs_table.z,SG.rbs_table.e0,SG.rbs_table.e1,SG.rbs_table.e2,SG.rbs_table.e3,SG.rbs_link_1.x,SG.rbs_link_1.y,SG.rbs_link_1.z,SG.rbs_link_1.e0,SG.rbs_link_1.e1,SG.rbs_link_1.e2,SG.rbs_link_1.e3,SG.rbs_link_2.x,SG.rbs_link_2.y,SG.rbs_link_2.z,SG.rbs_link_2.e0,SG.rbs_link_2.e1,SG.rbs_link_2.e2,SG.rbs_link_2.e3,SG.rbs_link_3.x,SG.rbs_link_3.y,SG.rbs_link_3.z,SG.rbs_link_3.e0,SG.rbs_link_3.e1,SG.rbs_link_3.e2,SG.rbs_link_3.e3,SG.rbs_rocker_1.x,SG.rbs_rocker_1.y,SG.rbs_rocker_1.z,SG.rbs_rocker_1.e0,SG.rbs_rocker_1.e1,SG.rbs_rocker_1.e2,SG.rbs_rocker_1.e3,SG.rbs_rocker_2.x,SG.rbs_rocker_2.y,SG.rbs_rocker_2.z,SG.rbs_rocker_2.e0,SG.rbs_rocker_2.e1,SG.rbs_rocker_2.e2,SG.rbs_rocker_2.e3,SG.rbs_rocker_3.x,SG.rbs_rocker_3.y,SG.rbs_rocker_3.z,SG.rbs_rocker_3.e0,SG.rbs_rocker_3.e1,SG.rbs_rocker_3.e2,SG.rbs_rocker_3.e3
74,2.8098279471061313e-22,5.303337000406662e-22,1.0759182615154988e-22,1.0,1.2263640015820849e-24,3.6281168048891136e-24,5.971534098436696e-25,5.43080741734618e-07,-0.009497161722430182,377.4075297137535,0.9999999288865263,-0.00037709676817243776,-2.159051683417366e-08,-7.110099116027466e-08,41.46360560017302,-430.00468742864354,160.92370532605236,0.9780497576724434,0.00045290888269610297,-0.2071663679391132,0.022373211347154903,180.87828782288025,214.99521096112457,160.40105882139127,0.977621753570356,0.00046638173506728295,-0.20912883945675367,0.02281701418487484,-180.87825670287455,214.9952307249353,160.4010528117743,0.9776216694172732,-0.0004449045279420367,0.20912838970065079,0.0228251694808289,41.4636359055576,-430.0,-27.94221112960674,-0.29217061364285085,-4.0528309302410733e-25,0.9563662403010654,1.4059236285471155e-24,180.87827226461317,215.0,-28.221633240902808,-0.29217061364285085,-1.6425202435859185e-24,0.9563662403010654,1.397144460777655e-24,-180.87827226461317,215.0,-28.221633240902808,-0.29217061364285085,-8.013273562914286e-25,-0.9563662403010654,-9.48227954873493e-25
75,-1.6242520777976942e-22,-3.0085474337284588e-22,-4.230310251087068e-22,1.0,1.2821942375985195e-24,1.0480471085053497e-24,-1.3018129616658148e-24,7.611466860079435e-07,-0.012956545855044037,373.8243449714128,0.9999999197900249,-0.00040049514887216645,-2.3559651614051627e-08,-8.019818829076854e-08,40.00123915323373,-430.00640929742,157.08607872183634,0.9787583105121824,0.0005151346702452726,-0.20387223976672586,0.021633590688706763,179.40130361812703,214.993476093083,156.52777958414995,0.9783443767593275,0.0005303640560400418,-0.20580392382854015,0.022062236146641073,-179.40126836770486,214.99349838555446,156.52777302563825,0.9783442207655203,-0.0005011836427589568,0.20580330872310393,0.022075569710028775,40.001273261935864,-430.0,-29.998306664071094,-0.3162076752854249,5.456979878885788e-25,0.9486900226881976,1.8864331333838187e-24,179.40128599455522,215.0,-30.298289730711804,-0.3162076752854249,4.88386917803428e-25,0.9486900226881976,1.4284147986136078e-24,-179.40128599455522,215.0,-30.298289730711804,-0.3162076752854249,1.0608475845010382e-24,-0.9486900226881976,-1.671535535658935e-24
76,-1.0018090827175649e-22,7.298291390740934e-22,1.0206488151099134e-22,1.0,-1.3409249256752223e-25,-1.6492332596540608e-24,-1.115121442290454e-24,9.875614047377384e-07,-0.01655197726296503,370.41085554900945,0.9999999107449844,-0.00042247819634532813,-2.5244550773589957e-08,-8.924392082928856e-08,38.43701296788075,-430.0081992340922,153.40907926414096,0.9795021042124976,0.0005763815557934819,-0.20035031507861037,0.020857732328223865,177.82144104407607,214.99167323067746,152.81680422486883,0.9791029101515405,0.0005933285864648838,-0.20224910963419784,0.021270521055446568,-177.82140167704603,214.9916980375203,152.81679719640272,0.9791026758544669,-0.0005561915452038723,0.2022483353210719,0.021289663344250184,38.43705085356864,-430.0,-31.97801411857671,-0.3400434060426472,1.6769027753848057e-25,0.9404097697623415,-4.220749738659341e-25,177.82142136210433,215.0,-32.297794259762476,-0.3400434060426472,1.1706095084558854e-26,0.9404097697623415,1.1977308231686178e-26,-177.82142136210433,215.0,-32.297794259762476,-0.3400434060426472,-3.3957208457377518e-25,-0.9404097697623415,9.00511809297027e-25
77,-2.7044106107188012e-22,1.8564193814619568e-23,2.5319714967656784e-22,1.0,5.087986162017812e-25,3.601379762461261e-25,-1.360439800855785e-24,1.2125145715806954e-06,-0.020228848319453256,367.171334161934,0.9999999018394237,-0.0004430579190703332,-2.66003210098358e-08,-9.815016913610397e-08,36.77491023319149,-430.01003001054335,149.8998896274579,0.9802765818600648,0.0006356149266397213,-0.19660975056364347,0.020050514659730206,176.14272306456377,214.98982972779808,149.27535807779955,0.9798927032177015,0.000654211588029119,-0.19847364187230676,0.02044685241375121,-176.14267964241284,214.98985701026606,149.2753506708219,0.9798923860938696,-0.0006089970360062684,0.19847271889862,0.02047239005665528,36.774951836570544,-430.0,-33.87629234000718,-0.36366262959378376,8.797150928621136e-25,0.9315307535956497,1.4047645948449618e-24,176.14270135493626,215.0,-34.21505526340725,-0.36366262959378376,1.0476971550037565e-24,0.9315307535956497,1.758831090676703e-24,-176.14270135493626,215.0,-34.215055263407244,-0.36366262959378376,-2.197013014130626e-24,-0.9315307535956497,-9.916188511070735e-25
78,-5.895389820690942e-22,3.140607348729807e-22,2.324488875915141e-22,1.0,-2.3062319028335565e-24,-2.002838170317756e-24,-2.5507866921692143e-24,1.4261624246226146e-06,-0.023935736776308215,364.10955687327146,0.9999998931526025,-0.000462250278742803,-2.7591632911487425e-08,-1.0683767114973681e-07,35.01916336900376,-430.0118759838136,146.56523850736542,0.9810770975313993,0.0006918591601898002,-0.19266021592638463,0.019216902138596524,174.36942437218323,214.98797134066268,145.9102078762572,0.9807090155073604,0.0007120102293583246,-0.19448728248588656,0.01959630054478135,-174.3693770003428,214.98800103798644,145.91020019205482,0.9807086130834631,-0.0006587222505607378,0.19448622510730576,0.01962877102899559,35.01920860160056,-430.0,-35.68830752789066,-0.3870503074701858,2.7546418447215062e-24,0.922058627498696,-5.817383749071969e-25,174.36940068761658,215.0,-36.045190603169566,-0.3870503074701858,3.3047483987091402e-24,0.922058627498696,-1.6186214003573865e-24,-174.36940068761658,215.0,-36.04519060316957,-0.3870503074701859,-1.820257027895722e-24,-0.9220586274986962,4.01060524861796e-24
79,5.549577286083797e-22,1.2647816157686724e-22,8.02015602925355e-22,1.0,1.9934205297660307e-24,1.8096541029522032e-24,-3.6826847526656736e-25,1.6191097744795756e-06,-0.02762460609831392,361.2288399345706,0.9999998847552042,-0.00048007443017645683,-2.8193033445588068e-08,-1.1523574217008946e-07,33.17424324854973,-430.01371319642357,143.41140640539822,0.9818989574360336,0.0007442139618777668,-0.188511862440669,0.018361899499125523,172.50606050302625,214.98612212775305,142.72766790471204,0.9815470586730947,0.0007657993876828263,-0.1903002785052241,0.018723975762294797,-172.50600932673314,214.98615415952304,142.7276600516702,0.9815465705642025,-0.0007045587778185877,0.1902991039510924,0.01876386292493514,33.174291996178205,-430.0,-37.40944554307133,-0.41019154862940455,-6.936712914631379e-25,0.9119994224178849,1.976262963778042e-24,172.50603491613998,215.0,-37.78353999850204,-0.41019154862940455,-1.0495251578262857e-25,0.9119994224178849,9.679802381914529e-25,-172.50603491613998,215.0,-37.78353999850205,-0.4101915486294046,4.9703407137280616e-26,-0.9119994224178848,-4.931936849745847e-25
80,-1.0132422567624456e-21,6.974785098349455e-23,-3.0808654867609505e-22,1.0,-1.7572133017045164e-24,1.1421823014730034e-24,-3.2134562852665777e-25,1.7828302203731117e-06,-0.0312509308169679,358.53207695376193,0.9999998767096578,-0.0004965519842625388,-2.8388944404648e-08,-1.232819513576486e-07,31.244847814179888,-430.0155194393288,140.44423214657408,0.9827374599797009,0.0007918686362696993,-0.18417529140778044,0.017490507328795347,170.55737633835318,214.98430438732197,139.7336068742136,0.9824020373606747,0.0008147463129692647,-0.1859233301165326,0.017834982960432504,-170.55732153822885,214.9843386557814,139.73359896507,0.9824014652391037,-0.0007457818275636025,0.18592205784253263,0.01788271326423987,31.244899940058858,-430.0,-39.03532365721364,-0.43307161893638635,5.097870939087469e-25,0.9013595430955186,-9.144526696991844e-25,170.55734893945944,215.0,-39.42567689378577,-0.43307161893638635,-5.315850351489736e-25,0.9013595430955186,5.501255166920018e-25,-170.55734893945944,215.0,-39.42567689378577,-0.43307161893638635,-8.04175449929169e-25,-0.9013595430955186,-7.069676634446433e-25
81,2.2563073806008453e-22,3.1801060618853563e-22,1.0741820863507368e-22,1.0,-5.093638837063134e-24,6.964502265691917e-24,9.711428000228937e-25,1.910010903976609e-06,-0.03477375652324796,356.0217758456603,0.9999998690705747,-0.000511706302054826,-2.8173379261277426e-08,-1.3092168656846685e-07,29.235890114878163,-430.0172742822909,137.66911989086427,0.9835879343574849,0.000834114077995896,-0.17966152275097985,0.016607679468309475,168.5283340221994,214.98253862764486,136.93345527753553,0.9832691885678263,0.0008581229363270514,-0.18136755889294953,0.016934378103205784,-168.52827580967156,214.98257501986114,136.93344742671295,0.9832685360685202,-0.0007817622100693264,0.18136620984437074,0.016990317662107575,29.235945462389658,-430.0,-40.56180171303895,-0.4556759505447645,1.3118318172358037e-24,0.89014576399187,-4.909350370997695e-24,168.52830491701354,215.0,-40.96741973016934,-0.4556759505447645,1.0295727598522963e-25,0.89014576399187,-5.391704371485467e-24,-168.52830491701354,215.0,-40.96741973016934,-0.4556759505447645,4.319784627120351e-24,-0.89014576399187,2.720401746837641e-24
82,-2.322911723764645e-22,2.6944090511723287e-24,-6.976841212962554e-22,1.0,2.555311710176453e-24,-1.0449587415725263e-24,-1.730524835848724e-24,1.9948135570250284e-06,-0.03815570448733219,353.70009506957064,0.9999998618852662,-0.0005255618265548196,-2.7549415446591515e-08,-1.381076354498679e-07,27.15248579601357,-430.0189590766331,135.09104642211327,0.9844457773436075,0.0008703523337356858,-0.17498196394773938,0.01571828264011024,166.4241003256868,214.98084356500496,134.33221300359563,0.98414381913318,0.0008953156714261355,-0.17664447639309097,0.016027127024061325,-166.42403893837226,214.98088195489714,134.3322053246808,0.9841430917032078,-0.0008119759570474031,0.17664307229890813,0.016091579331623765,27.15254419110777,-430.0,-41.984992666876245,-0.4779901511722744,-1.9305871631231635e-25,0.8783652249718513,3.70568529621944e-24,166.42406963301883,215.0,-42.40484259354501,-0.4779901511722744,2.1253371762018267e-25,0.8783652249718513,1.484224134019044e-24,-166.42406963301883,215.0,-42.40484259354502,-0.47799015117227445,-1.62707367516255e-24,-0.8783652249718512,-1.9848902903621483e-24
83,3.7439155585188623e-22,-1.064035999888141e-22,1.4919216506369766e-22,1.0,-7.8495823440062115e-25,5.217114129685277e-24,1.5503321004993842e-24,2.033049213726474e-06,-0.04136293092686229,351.5688787103089,0.9999998551943194,-0.0005381434573109683,-2.6528469378205933e-08,-1.4479921096238035e-07,24.999940073172727,-430.0205569353691,132.71456852160742,0.98530648800121,0.000900103649570912,-0.17014837946750413,0.01482705864005522,164.25003349022057,214.9792361443864,131.9344570153279,0.9850213410758307,0.0009258326229050288,-0.17176595329792993,0.015118066875451605,-164.24996918738094,214.97927639459243,131.93444961875196,0.9850205457768654,-0.0008360114768555756,0.17176451601269457,0.015191271179769672,25.00000132643855,-430.0,-43.301272486680844,-0.5000000132643857,-9.188855664755331e-25,0.8660254267590293,-2.2226451067872453e-24,164.25000133970295,215.0,-43.73428521154765,-0.5000000132643857,-5.289924417823469e-25,0.8660254267590293,-3.1034217783233433e-24,-164.25000133970295,215.0,-43.73428521154765,-0.5000000132643857,4.360338066535849e-25,-0.8660254267590293,3.628486148105535e-25
